id,created_at,text
667447230979309600,Thu Nov 19 20:59:55 +0000 2015,RT @EEF_Economists: Did you know: Manufacturing is the key contributor to UK business spend on R&amp;D?https://t.co/bcNzgJQtDK #BERD #ukmfg htt…
667447080538021900,Thu Nov 19 20:59:19 +0000 2015,RT @cothromsystems: Four approaches to simplify ERP: Strategically, Operationally, Externally, &amp; Personally https://t.co/BqJVJz1YmK via @MB…
667431571817963500,Thu Nov 19 19:57:41 +0000 2015,RT @SimplyBetterio: Your users shouldn't only pay for your product. They can help you build it. That's what this tool is for. https://t.co/…
667389439769997300,Thu Nov 19 17:10:16 +0000 2015,RT @RJMetrics: An entire data infrastructure, configurable in minutes. Try it for free! https://t.co/3H9fG9VGA8 https://t.co/vRuIq9XON9
667384587354513400,Thu Nov 19 16:50:59 +0000 2015,RT @XanderMarketing: Our #marketing consultants are a fresh pair of expert eyes, supporting you in any area of #SaaS marketing. https://t.c…
667369566075490300,Thu Nov 19 15:51:18 +0000 2015,Hello everyone, have a great Thursday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
667369068949872600,Thu Nov 19 15:49:19 +0000 2015,RT @bowersmetrology: Find out how gagemaker equipment ensures precision of graphite electrodes https://t.co/LQn0NdNDJf #ukmanufacturing #uk…
667368913093697500,Thu Nov 19 15:48:42 +0000 2015,RT @AccentureTech: #ERP’s new role? It’s the agile core of today’s #digital high velocity enterprise: #SAP https://t.co/1P2BCE1kUz https://…
667343082950553600,Thu Nov 19 14:06:04 +0000 2015,Innovations in robot safety, remote monitoring, collaborative equipment and predictive maintenance @AutomateUK https://t.co/EiKsTiwp8A
667340218245206000,Thu Nov 19 13:54:41 +0000 2015,RT @DecathlonUK: Ride around this Xmas! Kids Scooter for only £24.99! Buy here: https://t.co/OU4H87hbpg https://t.co/f9sezyLTOJ
667337733065613300,Thu Nov 19 13:44:48 +0000 2015,RT @leanix_net: #Entarch in the digital age - find out the most common #CIO problems in an agile world https://t.co/M7AkwckMlj
667017790218510300,Wed Nov 18 16:33:28 +0000 2015,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
667010595187765200,Wed Nov 18 16:04:53 +0000 2015,@77PGC thanks for sharing Paul Campbell, have a great Wednesday :) (insight by https://t.co/pHPvzSCHmU)
666944708816453600,Wed Nov 18 11:43:04 +0000 2015,Expert guide through the BI software selection process  @ConnectBI https://t.co/yDNCeNCXSQ
666739507618848800,Tue Nov 17 22:07:40 +0000 2015,@toeic_business thanks for sharing TOEIC対策 ビジネス英単語, have a great Tuesday :) (insight by https://t.co/pHPvzSCHmU)
666712453347221500,Tue Nov 17 20:20:10 +0000 2015,Thanks for the recent follow @jehazinijoqy @NeidaProducts Happy to connect :) have a great Tuesday. (insight by https://t.co/pHPvzSCHmU)
666701289930231800,Tue Nov 17 19:35:48 +0000 2015,Thanks for the recent follow @CMarketingLabs @xchangeforecast Happy to connect :) have a great Tuesday. (insight by https://t.co/pHPvzSCHmU)
666623846263328800,Tue Nov 17 14:28:04 +0000 2015,Are you clear on the circular economy? Brush up on your knowledge @TMALC on 25-26 Nov.  Find out more https://t.co/h2zQn0LVd1  #TMLIVE
666394603277426700,Mon Nov 16 23:17:09 +0000 2015,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
666381123321245700,Mon Nov 16 22:23:35 +0000 2015,@BritishPlastics thanks for sharing British Plastics , have a great Monday :) (insight by https://t.co/pHPvzSCHmU)
666280579336290300,Mon Nov 16 15:44:03 +0000 2015,The Manufacturer talks business intelligence with Savortex take a look: https://t.co/yFl0JHNCLd #ConnectBI
666273474420342800,Mon Nov 16 15:15:49 +0000 2015,RT @TheManufacturer: This November the epitome of excellence in#ukmfg will vie to be crowned the best in their field at #TMMXAwards 2015 ht…
666270255262511100,Mon Nov 16 15:03:02 +0000 2015,Connect BI 04 December Rolls-Royce – reasons to attend https://t.co/9GP6LSCJdJ  #ConnectBI
666218168373743600,Mon Nov 16 11:36:03 +0000 2015,Get support from other professionals who are implementing BI systems @ConnectBI https://t.co/yDNCeNCXSQ
665984290254159900,Sun Nov 15 20:06:42 +0000 2015,Thanks for the recent follow @thomaschapmIan @realestatevikin Happy to connect :) have a great Sunday. (insight by https://t.co/pHPvzSCHmU)
665983820596912100,Sun Nov 15 20:04:50 +0000 2015,Thanks for the recent follow @warm_leaves @ABA_Engineering Happy to connect :) have a great Sunday. (insight by https://t.co/pHPvzSCHmU)
665975034129715200,Sun Nov 15 19:29:56 +0000 2015,@DealsBasket thanks for sharing DealsBasket, have a great Sunday :) (insight by https://t.co/pHPvzSl5Yk)
665957774526963700,Sun Nov 15 18:21:21 +0000 2015,Thanks for the recent follow @JanetBryantw @MelindaConnerer Happy to connect :) have a great Sunday. (insight by https://t.co/pHPvzSCHmU)
665840191672705000,Sun Nov 15 10:34:07 +0000 2015,@ConnectBI in-depth case studies and peer to peer networking. Find out more https://t.co/OfcqRa39Y6 #ConnectBI
665822484860678100,Sun Nov 15 09:23:45 +0000 2015,RT @Tim_R_Brown: @TheManufacturer and @Stratasys are hosting a webinar on #3dprinting. Register here https://t.co/0ZhszMwMlO. Video: https:…
665821551397335000,Sun Nov 15 09:20:02 +0000 2015,RT @SocialMediaInUK: Google cares and so should #manufacturers! #ukmfg https://t.co/ZcxWsgAVOY https://t.co/ln5SdGHu28
665577857943490600,Sat Nov 14 17:11:41 +0000 2015,Thanks for the recent follow @DynamicsHUBNL @printedpapercup Happy to connect :) have a great Saturday. (insight by https://t.co/pHPvzSCHmU)
665576416700989400,Sat Nov 14 17:05:58 +0000 2015,Thanks for the recent follow @LeoKins12 @EdnaStittern Happy to connect :) have a great Saturday. (insight by https://t.co/pHPvzSCHmU)
665571099560816600,Sat Nov 14 16:44:50 +0000 2015,@cybexglobal thanks for sharing CYBEX (official), have a great Saturday :) (insight by https://t.co/pHPvzSCHmU)
665333656261496800,Sat Nov 14 01:01:19 +0000 2015,Thanks for the recent follow @revenuewire @sevenfigurelife @ylyxl Happy to connect :) have a great Saturday. (via https://t.co/pHPvzSl5Yk)
665317736998953000,Fri Nov 13 23:58:04 +0000 2015,@zenithintl thanks for sharing Zenith International, have a great Friday :) (insight by https://t.co/pHPvzSCHmU)
665197549444272100,Fri Nov 13 16:00:29 +0000 2015,Hello everyone, have a great Friday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
665185888268341200,Fri Nov 13 15:14:08 +0000 2015,Thanks for the recent follow @WordPress_Pool @DynamicsFeed Happy to connect :) have a great Friday. (insight by https://t.co/pHPvzSCHmU)
665102414345826300,Fri Nov 13 09:42:27 +0000 2015,RT @TMTop100: Tarquin .@TheManufacturer's #officedog, reading #TMTop100 2014 &amp; wondering who has made the 2015 list! #ukmfg https://t.co/3z…
664880018066133000,Thu Nov 12 18:58:43 +0000 2015,Hello everyone, have a great Thursday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
664864911319769100,Thu Nov 12 17:58:42 +0000 2015,Thanks for the recent follow @Killaforniabear @Resumoxie @Mobileptca Happy to connect :) have a great Thursday. (by https://t.co/pHPvzSCHmU)
664864825034547200,Thu Nov 12 17:58:21 +0000 2015,Thanks for the recent follow @NitishDhiman @YvetteMasonz Happy to connect :) have a great Thursday. (insight by https://t.co/pHPvzSCHmU)
664847876166668300,Thu Nov 12 16:51:00 +0000 2015,@ChristianBlogR thanks for sharing ChristianBlogR, have a great Thursday :) (insight by https://t.co/pHPvzSCHmU)
664542188328632300,Wed Nov 11 20:36:18 +0000 2015,Hello everyone, have a great Wednesday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
664537964278628400,Wed Nov 11 20:19:31 +0000 2015,@AutoGuide thanks for sharing https://t.co/LISG3GUKvg, have a great Wednesday :) (insight by https://t.co/pHPvzSCHmU)
664486176804331500,Wed Nov 11 16:53:44 +0000 2015,Are you a leader in the field of manufacturing? Don't miss TMALC 25-26 Nov. Find out more https://t.co/h2zQn0LVd1 #TMALC
664484266244358100,Wed Nov 11 16:46:09 +0000 2015,Interested in automation? Become a member of @AABTLN. https://t.co/1BNiw6SjzG
664461165607723000,Wed Nov 11 15:14:21 +0000 2015,RT @lindquik: When it comes to revenue generating #SaaS marketing channels, content &amp; events deliver: https://t.co/A7m7fbQA0H https://t.co/…
664445102304206800,Wed Nov 11 14:10:31 +0000 2015,RT @tweetgrady: As usual, .@weckerson offers an interesting look at the #businessintelligence landscape https://t.co/rPXSnvilTB
664413955230728200,Wed Nov 11 12:06:45 +0000 2015,RT @sunstonecomms: Why CFOs are sceptics about new tech ideas https://t.co/zXN40EyV8m essential reading if you sell B2B #saas .@iafrikan
664408455554457600,Wed Nov 11 11:44:54 +0000 2015,RT @AmandaG_Pera: @peraconsulting @JennyW_MAS speaking about the local support available through @BGS_tweets #ukmfg #bizgrowth https://t.co…
664395893773348900,Wed Nov 11 10:54:59 +0000 2015,RT @VizWorld: The High Cost of Manual BI Reporting (INFOGRAPHIC) https://t.co/bYzmbEBfyO  #infographic #BI #businessintelligence
664346666108100600,Wed Nov 11 07:39:22 +0000 2015,RT @VikasAatOracle: Rivers make Oceans, Streams make Big Data #BigData #streaming #analytics #businessintelligence #IoT #Saas #Cloud  https…
664329502701559800,Wed Nov 11 06:31:10 +0000 2015,RT @EEF_Economists: Diversity in exports key to manufacturers' strategy #ukmfg https://t.co/ZbQrNpm9rj https://t.co/SED55TSt3J
664297021227081700,Wed Nov 11 04:22:06 +0000 2015,RT @ConstantCrawler: Jobs: https://t.co/qhWyNBP1o9 #bi #businessintelligence Responsible primarily for Business Intelligence development an…
664248847816908800,Wed Nov 11 01:10:41 +0000 2015,RT @ConstantCrawler: Product Manager II, Business Intelligence: https://t.co/MdwNnsg6Aj #bi #businessintelligence Expedia's Customer Operat…
664206189916520400,Tue Nov 10 22:21:10 +0000 2015,@ApeJane thanks for sharing Jane Gill, have a great Tuesday :) (insight by https://t.co/pHPvzSCHmU)
664200722314039300,Tue Nov 10 21:59:27 +0000 2015,RT @iCharts: Accurately forecast your performance and manage your pipeline #analytics #businessintelligence https://t.co/WSOnixwrs2
664200221031866400,Tue Nov 10 21:57:27 +0000 2015,Thanks for the recent follow @websiteinc @s_educate @LEVELUPBranding Happy to connect :) have a great Tuesday. (via https://t.co/pHPvzSCHmU)
664192885563244500,Tue Nov 10 21:28:18 +0000 2015,RT @andres_qpro: Learning from the Guru of Selling Tools! @sellingtools at the @SalesHackerConf #SalesStack15 #Saas #Growth #Business https…
664188332142755800,Tue Nov 10 21:10:13 +0000 2015,Thanks for the recent follow @CharlotteJenkie @radinclusion Happy to connect :) have a great Tuesday. (insight by https://t.co/pHPvzSl5Yk)
664151461107015700,Tue Nov 10 18:43:42 +0000 2015,RT @businessinsider: 3 reasons business intelligence projects fail and how to avoid them https://t.co/WgiyFzQ3yB
664145951557345300,Tue Nov 10 18:21:48 +0000 2015,RT @bcvp: We’re excited to be part of the $8M Series A for @Contactually #saas #dctech https://t.co/YMHrcNFMgv
664124494466912300,Tue Nov 10 16:56:32 +0000 2015,RT @bowersmetrology: Manufacturing &amp; Engineering North East event has been confirmed and we'll be there! https://t.co/ty8wO90gCi #ukmfg Jul…
664101970920284200,Tue Nov 10 15:27:02 +0000 2015,RT @EveryAngleSW: "When it comes to decision making in business, you need to rely on hard data, not assumptions" https://t.co/AgpnBn9AWL #B…
664098779214323700,Tue Nov 10 15:14:21 +0000 2015,RT @johngreathouse: Are any VCs returning money to investors due to lack of great investment oppor.. https://t.co/4GTpjCiid3 #saas
664069306825601000,Tue Nov 10 13:17:15 +0000 2015,RT @Lasercutengrave: TM Live returns this month including @TheManufacturer MX Awards &amp; the Top 100 role models will be revealed! https://t.…
664051612927832000,Tue Nov 10 12:06:56 +0000 2015,RT @shibi76: SaaS and Personalized Outreach: It's Human Nature - https://t.co/3Vkr2IZmLg  #SaaS #MarketingAutomation #Startups #growthhacki…
664051443100287000,Tue Nov 10 12:06:16 +0000 2015,RT @cal_bentley: Curious who's speaking at #TMALC ? View the Lineup! https://t.co/rA4BEohtp2 #ukmfg #circulareconomy https://t.co/92w2M1Q86P
664046024458117100,Tue Nov 10 11:44:44 +0000 2015,RT @UKmfg: RT @Matt_MFG: Great to see @pepsico_uk promoting #Engineering to young women: https://t.co/lryRyk7b8M #UKmfg https://t.co/cYo1ey…
664004608033951700,Tue Nov 10 09:00:09 +0000 2015,RT @leas29: 4 Tips to Maximise User Adoption for #SaaS. A must-read! via @SaasAddict https://t.co/Pt3oll3AGg
664003109677604900,Tue Nov 10 08:54:12 +0000 2015,RT @LogiAnalytics: Learn how to create smarter apps &amp; drive user adoption of analytics through embedded BI. https://t.co/2uPObs3Jnp
663967380578635800,Tue Nov 10 06:32:14 +0000 2015,RT @AcquireControl: Interesting article in the Times yesterday regarding massive cost savings at Jaguar #ukmfg https://t.co/kNfShMR68n
663953103515988000,Tue Nov 10 05:35:30 +0000 2015,RT @jmvianna: the 2015 @BARC_Research #BusinessIntelligence survey lists @chartio as the solution w/ shortest implementation time! https://…
663904938041450500,Tue Nov 10 02:24:06 +0000 2015,RT @LaShawndaWrice: What would be a good #businessintelligence agency,  non-profit or company to profile?
663856830666379300,Mon Nov 09 23:12:56 +0000 2015,RT @ConstantCrawler: Senior Business Intelligence Software Developer: https://t.co/VqfMGhUgSN #bi #businessintelligence Our client is the l…
663829666323673100,Mon Nov 09 21:25:00 +0000 2015,RT @ERPeople: By 2016, the cloud service field is predicted to be worth about $98 billion. #erp #cloud #saas #solution https://t.co/9d5aYWX…
663808264564527100,Mon Nov 09 19:59:57 +0000 2015,RT @simonlporter: Here's how convince managers of the need to improve #businessintelligence https://t.co/ZwbPoz137q
663783001139097600,Mon Nov 09 18:19:34 +0000 2015,RT @juanleungli: Join @gcvp company @black_duck_sw in "What they don't teach you in business school about sales" https://t.co/IRU1Udm38i #S…
663781667816022000,Mon Nov 09 18:14:16 +0000 2015,Thanks for the recent follow @Stoy4ik @EllaMaisdrano @JansficeJones Happy to connect :) have a great Monday. (via https://t.co/pHPvzSCHmU)
663767555333599200,Mon Nov 09 17:18:12 +0000 2015,Hello everyone, have a great Monday! Looking forward to reading your tweets :) (insight by https://t.co/pHPvzSCHmU)
663761671257727000,Mon Nov 09 16:54:49 +0000 2015,RT @EEF_Insights: Save 25% on your #EEF2016 ticket (or almost 50% if you buy 3 tickets) with the early bird rate closing Dec 1 https://t.co…
663758874269327400,Mon Nov 09 16:43:42 +0000 2015,RT @simonlporter: How to get better #businessintelligence established when senior management are reluctant https://t.co/4n1PScv5LO
663755810795823100,Mon Nov 09 16:31:31 +0000 2015,Thanks for the recent follow @MerseySTEM_MD @AlumascWMS @Asna_Gardezi Happy to connect :) have a great Monday. (via https://t.co/pHPvzSCHmU)
663746912101773300,Mon Nov 09 15:56:10 +0000 2015,@ugandajobline thanks for sharing Uganda Jobline, have a great Monday :) (insight by https://t.co/pHPvzSCHmU)
663735963684896800,Mon Nov 09 15:12:40 +0000 2015,RT @StreetSell: Growth hacking enterprise #SaaS #sales: What’s new in sales? https://t.co/IAZVWTKGdo
663709720650338300,Mon Nov 09 13:28:23 +0000 2015,RT @Karan_Sharma11: Better customer experience with #BigData &amp; #BusinessIntelligence - https://t.co/m011koxlr4
663689101040877600,Mon Nov 09 12:06:27 +0000 2015,RT @WahidROUHLI: Can't wait to enter @reelevantapp's live email intelligence technology! #SaaS #emailmarketing
663683622491287600,Mon Nov 09 11:44:40 +0000 2015,RT @UKmfg: RT @madesign54: #UKmfg #thewestmidlands News ? (https://t.co/ZtPsNmhdBT) - Read all about it NOW!  https://t.co/wlhbaMFTyj
663660539864838100,Mon Nov 09 10:12:57 +0000 2015,RT @antoniobelloni1: Create your Own #BusinessIntelligence #obi through free  biz contents. @EY_Italy https://t.co/HnyyFdTPec
663642213503656000,Mon Nov 09 09:00:08 +0000 2015,RT @welovesaas: How to growth hack your enterprise #SaaS #startup https://t.co/nxqL5h0xsE
663605014036881400,Mon Nov 09 06:32:19 +0000 2015,RT @Dwarfio: More national coverage for @CBrandauer…’Don’t overlook Eastern Europe for #exports’ - https://t.co/FQSBeGWj8s #ukmfg
663527620315844600,Mon Nov 09 01:24:47 +0000 2015,@NeuvooMarAlb thanks for sharing Marketing Albuquerq, have a great Monday :) (insight by https://t.co/pHPvzSCHmU)
663468064877518800,Sun Nov 08 21:28:07 +0000 2015,RT @samsaltis: "What is the Optimal Quick Ratio for Your SaaS Startup?" https://t.co/3lpiEVk0rR #entrepreneurship #saas
663465608877637600,Sun Nov 08 21:18:22 +0000 2015,RT @RJMetrics: Your data is scattered. Consolidate it with RJMetrics Pipeline. https://t.co/fUSWbz68Wl https://t.co/s6tXNFok04
663421048860352500,Sun Nov 08 18:21:18 +0000 2015,RT @JackKosakowski1: If Your Goal Is To Become A Unicorn.... Time To Reevaluate Your Motive! #entrepreneur #startup #saas #sales https://t.…
663399591707037700,Sun Nov 08 16:56:02 +0000 2015,RT @Rodmatic_Ltd: Manufacturers’ verdict on UK innovation support: ‘improved, but could do better’ https://t.co/JMNN2vSEwx #UKmfg #innovati…
663378071588880400,Sun Nov 08 15:30:31 +0000 2015,Thanks for the recent follow @saasinvaders @SMMBusSupHelp Happy to connect :) have a great Sunday. (insight by https://t.co/pHPvzSCHmU)
663373785429622800,Sun Nov 08 15:13:29 +0000 2015,RT @CreatorScripts: Do not hold back your Webmerges to Zoho Creator http://t.co/GfkE6LLtTc #Webmerge #Zapier
663369192176033800,Sun Nov 08 14:55:14 +0000 2015,Thanks for the recent follow @TaraEvanst @WordPress_Girl @kimandrewsz Happy to connect :) have a great Sunday. (via https://t.co/pHPvzSCHmU)
